summary,levels,products,uid,type,title,modules,main_product,title_and_summary
"Do you want to know how to process additional direct item costs, such as freight, in Business Central? This module shows how to process item charges in Business Central and how these charges affect the direct unit cost of an item.",['intermediate'],"['dynamics-365', 'dynamics-business-central']",learn-dynamics.post-purchase-item-charges-dynamics-365-business-central,module,Post purchase item charges in Dynamics 365 Business Central,,dynamics,"Post purchase item charges in Dynamics 365 Business Central Do you want to know how to process additional direct item costs, such as freight, in Business Central? This module shows how to process item charges in Business Central and how these charges affect the direct unit cost of an item."
"An important factor that impacts a company's reputation in today's market is the quality of their goods and services. By having a standard procedure for checking the quality of products when they arrive from vendors, move through supply chain, and are sent to customers, companies can reduce the number of returns and maintain their reputation in the market.",['intermediate'],"['dynamics-365', 'dynamics-scm', 'dynamics-finance-operations']",learn-dynamics.configure-work-with-quality-control-in-dynamics-365-finance-ops,module,Configure and work with quality control and quality management in Dynamics 365 Supply Chain Management,,dynamics,"Configure and work with quality control and quality management in Dynamics 365 Supply Chain Management An important factor that impacts a company's reputation in today's market is the quality of their goods and services. By having a standard procedure for checking the quality of products when they arrive from vendors, move through supply chain, and are sent to customers, companies can reduce the number of returns and maintain their reputation in the market."
"Companies negotiate and agree on certain terms to be able to fix the price of items. These agreements help businesses to make correct estimations of cost of goods purchased and set a base for sales prices. By purchasing or selling goods, companies may be entitled to receive rebates, or gain royalty rewards, which can be converted to a credit note.",['intermediate'],"['dynamics-365', 'dynamics-scm', 'dynamics-finance-operations']",learn-dynamics.configure-use-agreements-in-dynamics-365-finance-ops,module,Configure and use agreements in Dynamics 365 Supply Chain Management,,dynamics,"Configure and use agreements in Dynamics 365 Supply Chain Management Companies negotiate and agree on certain terms to be able to fix the price of items. These agreements help businesses to make correct estimations of cost of goods purchased and set a base for sales prices. By purchasing or selling goods, companies may be entitled to receive rebates, or gain royalty rewards, which can be converted to a credit note."
"Do you want to learn how to create a Role Center page for Microsoft Dynamics 365 Business Central? In this module, you'll learn how a Role Center is constructed, how to create activity pages that are linked to cue tables, and how to create your own headlines.",['intermediate'],"['dynamics-365', 'dynamics-business-central']",learn-dynamics.develop-role-center,module,Develop a Role Center in Dynamics 365 Business Central,,dynamics,"Develop a Role Center in Dynamics 365 Business Central Do you want to learn how to create a Role Center page for Microsoft Dynamics 365 Business Central? In this module, you'll learn how a Role Center is constructed, how to create activity pages that are linked to cue tables, and how to create your own headlines."
"Do you want to know how to start creating reports for Business Central? If so, this module will explain the different components that a typical report consists of.",['intermediate'],"['dynamics-365', 'dynamics-business-central']",learn-dynamics.introduction-report-components,module,Introduction to report components in Dynamics 365 Business Central,,dynamics,"Introduction to report components in Dynamics 365 Business Central Do you want to know how to start creating reports for Business Central? If so, this module will explain the different components that a typical report consists of."
"Manage work orders, agreements, and inventory in Field Service.",['intermediate'],"['dynamics-365', 'dynamics-field-service']",learn-bizapps.implement-work-order-management-agreements-inventory-and-purchasing,module,"Work order management, agreements, inventory, and purchasing in Dynamics 365 Field Service",,dynamics,"Work order management, agreements, inventory, and purchasing in Dynamics 365 Field Service Manage work orders, agreements, and inventory in Field Service."
Do you want to create new data fields or leverage exiting standardized fields for your business solutions?  This module will show you how to manage or create new fields within an entity in Common Data Service.,['beginner'],"['dynamics-365', 'power-platform', 'common-data-service', 'power-apps']",learn-dynamics.create-manage-fields-within-entity,module,Create and manage fields within an entity in Common Data Service,,dynamics,Create and manage fields within an entity in Common Data Service Do you want to create new data fields or leverage exiting standardized fields for your business solutions?  This module will show you how to manage or create new fields within an entity in Common Data Service.
"This module focuses on reviewing maintenance and scheduling plans, defining maintenance rounds, creating work orders for maintenance and then planning for maintenance downtime.",['intermediate'],"['dynamics-365', 'dynamics-scm', 'dynamics-finance-operations']",learn-dynamics.preventive-reactive-asset-management,module,Use preventive and reactive maintenance in Asset Management for Dynamics 365 Supply Chain Management,,dynamics,"Use preventive and reactive maintenance in Asset Management for Dynamics 365 Supply Chain Management This module focuses on reviewing maintenance and scheduling plans, defining maintenance rounds, creating work orders for maintenance and then planning for maintenance downtime."
Fundamentals of Dynamics 365 Talent​,['beginner'],"['dynamics-365', 'dynamics-human-resources']",learn-dynamics.wwl.introduction-dynamics-365-human-resources,module,Introduction to Dynamics 365 Human Resources,,dynamics,Introduction to Dynamics 365 Human Resources Fundamentals of Dynamics 365 Talent​
"Dynamics 365 Marketing is for businesses that need a marketing automation application that helps turn prospects into business relationships. With it, businesses can generate quality leads from email blasts, integrate sales and marketing operations, and act on buyer insights. This module explores the Dynamics 365 Marketing application and introduces important product features, benefits, and examples of the product in action.",['beginner'],"['dynamics-365', 'dynamics-marketing']",learn-wwl.d365-for-marketing,module,Dynamics 365 Marketing,,dynamics,"Dynamics 365 Marketing Dynamics 365 Marketing is for businesses that need a marketing automation application that helps turn prospects into business relationships. With it, businesses can generate quality leads from email blasts, integrate sales and marketing operations, and act on buyer insights. This module explores the Dynamics 365 Marketing application and introduces important product features, benefits, and examples of the product in action."
The goal of this module is to review how to achieve common user experience automation procedures through Client Script. This module is intended to serve as a practical guide for how to solve real-world scenarios that are frequently encountered during the Microsoft Power Platform implementations.,['intermediate'],"['dynamics-365', 'power-platform', 'power-apps', 'common-data-service']",learn-dynamics.common-actions-client-script-power-platform,module,Performing common actions with client script,,dynamics,Performing common actions with client script The goal of this module is to review how to achieve common user experience automation procedures through Client Script. This module is intended to serve as a practical guide for how to solve real-world scenarios that are frequently encountered during the Microsoft Power Platform implementations.
Do you want to learn how to build the data model for a report in Microsoft Dynamics 365 Business Central? This module will discuss the different components of a report data model.,['intermediate'],"['dynamics-365', 'dynamics-business-central']",learn-dynamics.design-data-model-report,module,Design the data model of a report in Dynamics 365 Business Central,,dynamics,Design the data model of a report in Dynamics 365 Business Central Do you want to learn how to build the data model for a report in Microsoft Dynamics 365 Business Central? This module will discuss the different components of a report data model.
Learn about processing purchase orders in Supply Chain Management.,['intermediate'],"['dynamics-365', 'dynamics-scm', 'dynamics-finance-operations']",learn-dynamics.process-purchase-orders-finance,module,Process purchase orders in Dynamics 365 Supply Chain Management,,dynamics,Process purchase orders in Dynamics 365 Supply Chain Management Learn about processing purchase orders in Supply Chain Management.
Learn how to use knowledge articles to manage cases in Dynamics 365 Customer Service.,['intermediate'],"['dynamics-365', 'dynamics-customer-service']",learn-bizapps.consuming-knowledge-articles-for-case-resolutions,module,Use knowledge articles to resolve Dynamics 365 Customer Service cases,,dynamics,Use knowledge articles to resolve Dynamics 365 Customer Service cases Learn how to use knowledge articles to manage cases in Dynamics 365 Customer Service.
"Do you want to know how to modify existing tables and pages for Microsoft Dynamics 365 Business Central? In this module, you'll learn ways to create and customize table and page objects.",['beginner'],"['dynamics-365', 'dynamics-business-central']",learn-dynamics.extend-tables-page-objects,module,Extend existing table and page objects in Dynamics 365 Business Central,,dynamics,"Extend existing table and page objects in Dynamics 365 Business Central Do you want to know how to modify existing tables and pages for Microsoft Dynamics 365 Business Central? In this module, you'll learn ways to create and customize table and page objects."
"Create an on-site event with Dynamics 365 Marketing. This module takes you through the process of initial planning, budgeting, promotion, and publication of an on-site event.",['intermediate'],"['dynamics-365', 'dynamics-marketing']",learn-dynamics.create-event-marketing,module,Create an on-site event in Dynamics 365 Marketing,,dynamics,"Create an on-site event in Dynamics 365 Marketing Create an on-site event with Dynamics 365 Marketing. This module takes you through the process of initial planning, budgeting, promotion, and publication of an on-site event."
This module provides information about how to configure lean manufacturing in Dynamics 365 Supply Chain Management.,['intermediate'],"['dynamics-365', 'dynamics-scm', 'dynamics-finance-operations']",learn-dynamics.configure-lean-manufacturing,module,Configure lean manufacturing in Dynamics 365 Supply Chain Management,,dynamics,Configure lean manufacturing in Dynamics 365 Supply Chain Management This module provides information about how to configure lean manufacturing in Dynamics 365 Supply Chain Management.
This module provides information about how to get started with product configuration in Dynamics 365 Supply Chain Management.,['intermediate'],"['dynamics-365', 'dynamics-scm', 'dynamics-finance-operations']",learn-dynamics.get-started-product-configuration,module,Get started with product configuration in Dynamics 365 Supply Chain Management,,dynamics,Get started with product configuration in Dynamics 365 Supply Chain Management This module provides information about how to get started with product configuration in Dynamics 365 Supply Chain Management.
"You can use the built-in HTTP data types to get data from external REST services from within Dynamics 365 Business Central. In this module, you'll learn about these data types and how to work with JSON data in AL.",['intermediate'],"['dynamics-365', 'dynamics-business-central']",learn-dynamics.access-rest-services,module,Access REST services from within Dynamics 365 Business Central,,dynamics,"Access REST services from within Dynamics 365 Business Central You can use the built-in HTTP data types to get data from external REST services from within Dynamics 365 Business Central. In this module, you'll learn about these data types and how to work with JSON data in AL."
Do you want to know how to use the sales and inventory forecast to manage inventory? The Sales and Inventory Forecast extension predicts potential sales by using historical data and gives a clear overview of expected stockouts. This module explains how this extension works and how it is set up.,['intermediate'],"['dynamics-365', 'dynamics-business-central']",learn-dynamics.use-sales-inventory-forecast-extension,module,Use the Sales and Inventory Forecast extension in Dynamics 365 Business Central,,dynamics,Use the Sales and Inventory Forecast extension in Dynamics 365 Business Central Do you want to know how to use the sales and inventory forecast to manage inventory? The Sales and Inventory Forecast extension predicts potential sales by using historical data and gives a clear overview of expected stockouts. This module explains how this extension works and how it is set up.
"Discover how Microsoft Relationship Sales Solution (MRSs) can help your customers. This introductory module covers the value proposition, integration requirements, and SKU process and guidelines.",['beginner'],"['dynamics-365', 'dynamics-sales']",learn-dynamics.value-proposition-mrss,module,Introduction to Microsoft Relationship Sales Solution (MRSs) value proposition for your clients,,dynamics,"Introduction to Microsoft Relationship Sales Solution (MRSs) value proposition for your clients Discover how Microsoft Relationship Sales Solution (MRSs) can help your customers. This introductory module covers the value proposition, integration requirements, and SKU process and guidelines."
Searching for data is a frequent action in a business solution. Finding your data is crucial to the user experience. Understanding how to search makes all the difference. This module explains how to find your data efficiently.,['beginner'],"['dynamics-365', 'dynamics-business-central']",learn-dynamics.search-filter-sort-data-dynamics-365-business-central,module,"Search, filter, sort and select data in Business Central",,dynamics,"Search, filter, sort and select data in Business Central Searching for data is a frequent action in a business solution. Finding your data is crucial to the user experience. Understanding how to search makes all the difference. This module explains how to find your data efficiently."
"With Cash and bank management in Dynamics 365 Finance, you can record and reconcile financial transactions against the bank statement and identify bank transaction types such as deposits and non-sufficient funds (NSF).",['intermediate'],"['dynamics-365', 'dynamics-finance', 'dynamics-finance-operations']",learn-dynamics.configure-cash-and-bank-management-in-dynamics-365-finance-ops,module,Configure cash and bank management in Dynamics 365 Finance,,dynamics,"Configure cash and bank management in Dynamics 365 Finance With Cash and bank management in Dynamics 365 Finance, you can record and reconcile financial transactions against the bank statement and identify bank transaction types such as deposits and non-sufficient funds (NSF)."
"Visualize marketing activities, view entities, and related activities, as well as customize your marketing calendars.",['intermediate'],"['dynamics-365', 'dynamics-marketing']",learn-dynamics.marketing-calendar,module,Review the marketing calendar in Dynamics 365 Marketing,,dynamics,"Review the marketing calendar in Dynamics 365 Marketing Visualize marketing activities, view entities, and related activities, as well as customize your marketing calendars."
"If a company only produces several simple products, production can be scheduled manually with the correct bill of materials (BOM) parts arriving on the production floor, at the correct time, and at the proper resource. This module explains what discrete manufacturing is and how it works in Dynamics 365 Supply Chain Management.",['intermediate'],"['dynamics-365', 'dynamics-scm', 'dynamics-finance-operations']",learn-dynamics.get-started-discrete-manufacturing-in-dynamics-365-finance-ops,module,Get started with discrete manufacturing in Dynamics 365 Supply Chain Management,,dynamics,"Get started with discrete manufacturing in Dynamics 365 Supply Chain Management If a company only produces several simple products, production can be scheduled manually with the correct bill of materials (BOM) parts arriving on the production floor, at the correct time, and at the proper resource. This module explains what discrete manufacturing is and how it works in Dynamics 365 Supply Chain Management."
Do you want to learn how to control inventory at multiple locations? This module explains stockkeeping units and how you can use them to control inventory at multiple locations.,['intermediate'],"['dynamics-365', 'dynamics-business-central']",learn-dynamics.control-inventory-multiple-locations,module,Control inventory at multiple locations in Dynamics 365 Business Central,,dynamics,Control inventory at multiple locations in Dynamics 365 Business Central Do you want to learn how to control inventory at multiple locations? This module explains stockkeeping units and how you can use them to control inventory at multiple locations.
Do you want to invoice customers for a job? This module explains the options for creating and posting sales invoices for jobs.,['intermediate'],"['dynamics-365', 'dynamics-business-central']",learn-dynamics.post-job-sales,module,Post job sales in Dynamics 365 Business Central,,dynamics,Post job sales in Dynamics 365 Business Central Do you want to invoice customers for a job? This module explains the options for creating and posting sales invoices for jobs.
Learn how to propose a solution.,['advanced'],"['dynamics-365', 'dynamics-finance', 'dynamics-finance-operations', 'dynamics-business-central', 'dynamics-customer-service', 'dynamics-field-service', 'dynamics-human-resources', 'dynamics-marketing', 'dynamics-commerce', 'dynamics-sales', 'dynamics-scm', 'power-automate', 'power-bi', 'power-apps', 'power-platform']",learn-dynamics.propose-solution,module,Propose a solution as a Solution Architect for Power Platform and Dynamics 365,,dynamics,Propose a solution as a Solution Architect for Power Platform and Dynamics 365 Learn how to propose a solution.
The ability to build business rules that ensure consistent business logic regardless of the app accessing that data set is imperative to a successful business operation. This module will show you how you can build business rules that are triggered anytime they are used within Common Data Service.,['intermediate'],"['dynamics-365', 'power-platform', 'common-data-service', 'power-apps']",learn-dynamics.define-create-business-rules,module,Define and create business rules in Common Data Service,,dynamics,Define and create business rules in Common Data Service The ability to build business rules that ensure consistent business logic regardless of the app accessing that data set is imperative to a successful business operation. This module will show you how you can build business rules that are triggered anytime they are used within Common Data Service.
"By optimizing your development for performance, you can ensure that your work is useful and appreciated by users. As a Finance and Operations apps developer, you should understand how your designs can be properly optimized for performance.",['intermediate'],"['dynamics-365', 'dynamics-finance-operations']",learn-dynamics.apply-basic-performance-optimization-techniques-dynamics-365-finance-operations,module,Apply basic performance optimization in Finance and Operations apps,,dynamics,"Apply basic performance optimization in Finance and Operations apps By optimizing your development for performance, you can ensure that your work is useful and appreciated by users. As a Finance and Operations apps developer, you should understand how your designs can be properly optimized for performance."
"In today's global market, businesses receive and send payments using different currencies. Exchange rates must be managed properly to lower the monetarily loss when accepting multiple currencies. Understanding how to forecast the amount of loss or gain caused by changes in exchange rate values can help you make smart business decisions to handle cash discounts and payments.",['intermediate'],"['dynamics-365', 'dynamics-finance', 'dynamics-finance-operations']",learn-dynamics.configure-currencies-in-dynamics-365-finance-ops,module,Configure currencies in Dynamics 365 Finance,,dynamics,"Configure currencies in Dynamics 365 Finance In today's global market, businesses receive and send payments using different currencies. Exchange rates must be managed properly to lower the monetarily loss when accepting multiple currencies. Understanding how to forecast the amount of loss or gain caused by changes in exchange rate values can help you make smart business decisions to handle cash discounts and payments."
Principles of cloud computing and deployment,['beginner'],"['azure', 'dynamics-365']",learn-dynamics.wwl.principles-cloud-computing-dynamics-365-deployment,module,Principles of cloud computing and deployment,,azure,Principles of cloud computing and deployment Principles of cloud computing and deployment
Connect and analyze your Dynamics 365 Data​,['beginner'],"['common-data-service', 'dynamics-365', 'power-apps', 'power-automate', 'power-bi', 'power-platform']",learn-dynamics.wwl.connect-analyze-dynamics-365-data,module,Connect and analyze your Dynamics 365 data​,,power,Connect and analyze your Dynamics 365 data​ Connect and analyze your Dynamics 365 Data​
"Connect to your Finance and Operations apps data by using data entities, where data is accessed outside of the application and with different endpoint and external applications.",['advanced'],"['dynamics-365', 'dynamics-finance-operations']",learn-dynamics.integration-concepts-dynamics-365-finance-operations,module,Implement data integration concepts and solutions for Finance and Operations apps,,dynamics,"Implement data integration concepts and solutions for Finance and Operations apps Connect to your Finance and Operations apps data by using data entities, where data is accessed outside of the application and with different endpoint and external applications."
"Showing the right insights at the right time can make a significant difference in productivity. Providing relevant insights to your sellers is important and is also a difficult task. Sales Insights provide many insights out-of-box through Relationship Assistant, but over time we identified that every organization and every sales team are different. To help ensure the assistant is still relevant, we allowed you to add customized insights and display for your teams. Using the Microsoft Power Automate, the Assistant studio allows you to create insights through low code no code. In this module, you will learn how to create various custom insights using Power Automate. The following tutorials help you get started with a basic custom insight, a hello world equivalent, and we gradually increase the complexity as we go along.",['intermediate'],"['dynamics-365', 'dynamics-sales', 'dynamics-sales-insights']",learn-dynamics.tutorials-sales-insights,module,Assistant studio tutorials for Dynamics 365 Sales Insights,,dynamics,"Assistant studio tutorials for Dynamics 365 Sales Insights Showing the right insights at the right time can make a significant difference in productivity. Providing relevant insights to your sellers is important and is also a difficult task. Sales Insights provide many insights out-of-box through Relationship Assistant, but over time we identified that every organization and every sales team are different. To help ensure the assistant is still relevant, we allowed you to add customized insights and display for your teams. Using the Microsoft Power Automate, the Assistant studio allows you to create insights through low code no code. In this module, you will learn how to create various custom insights using Power Automate. The following tutorials help you get started with a basic custom insight, a hello world equivalent, and we gradually increase the complexity as we go along."
"Accruals are used in accrual accounting to track revenue that is recognized in the period that it's earned in, not when payment is received, and to track expenses (costs) that are recognized when they occur, not when payment is made.  Allocations are used to distribute amounts across multiple ledger account combinations. They help to ensure that expenses or revenue is charged to the correct object in accounting. By using allocations and accrual features in Dynamics 365 Finance, financial leaders can create rules, configure source and destination, and schedule the task only once, the rest is taken care of by Finance.",['intermediate'],"['dynamics-365', 'dynamics-finance', 'dynamics-finance-operations']",learn-dynamics.configure-ledger-allocations-accruals-in-dynamics-365-finance-ops,module,Configure ledger allocations and accruals in Dynamics 365 Finance,,dynamics,"Configure ledger allocations and accruals in Dynamics 365 Finance Accruals are used in accrual accounting to track revenue that is recognized in the period that it's earned in, not when payment is received, and to track expenses (costs) that are recognized when they occur, not when payment is made.  Allocations are used to distribute amounts across multiple ledger account combinations. They help to ensure that expenses or revenue is charged to the correct object in accounting. By using allocations and accrual features in Dynamics 365 Finance, financial leaders can create rules, configure source and destination, and schedule the task only once, the rest is taken care of by Finance."
Business process flows help users consistently perform tasks and follow processes. Learn how to configure and modify business process flows with Dynamics 365.,['intermediate'],"['dynamics-365', 'power-platform', 'power-automate']",learn-dynamics.work-with-business-process-flows,module,Create business process flows for model-driven apps in Dynamics 365,,dynamics,Create business process flows for model-driven apps in Dynamics 365 Business process flows help users consistently perform tasks and follow processes. Learn how to configure and modify business process flows with Dynamics 365.
How do you write down or appreciate a fixed asset in Microsoft Dynamics 365 Business Central? This module explains how you can accomplish these tasks and how to post these transactions to the fixed assets ledger and the general ledger.,['intermediate'],"['dynamics-365', 'dynamics-business-central']",learn-dynamics.write-down-appreciate-fixed-assets,module,Write down or appreciate fixed assets in Dynamics 365 Business Central,,dynamics,Write down or appreciate fixed assets in Dynamics 365 Business Central How do you write down or appreciate a fixed asset in Microsoft Dynamics 365 Business Central? This module explains how you can accomplish these tasks and how to post these transactions to the fixed assets ledger and the general ledger.
"Before your organization can start using Asset Management for Dynamics 365 Supply Chain Management, you must first establish the structure. Functional locations are used to identify where your physical assets are installed.",['intermediate'],"['dynamics-365', 'dynamics-scm', 'dynamics-finance-operations']",learn-dynamics.setup-functional-locations-asset-management,module,Set up functional locations in Asset Management for Dynamics 365 Supply Chain Management,,dynamics,"Set up functional locations in Asset Management for Dynamics 365 Supply Chain Management Before your organization can start using Asset Management for Dynamics 365 Supply Chain Management, you must first establish the structure. Functional locations are used to identify where your physical assets are installed."
"Do you want to learn how to make your reports multilingual in Microsoft Dynamics 365 Business Central? In this module, you'll learn how to generate a report in the language of the user or the recipient.",['intermediate'],"['dynamics-365', 'dynamics-business-central']",learn-dynamics.implement-multilanguage-reports,module,Implement multilingual reports in Dynamics 365 Business Central,,dynamics,"Implement multilingual reports in Dynamics 365 Business Central Do you want to learn how to make your reports multilingual in Microsoft Dynamics 365 Business Central? In this module, you'll learn how to generate a report in the language of the user or the recipient."
Do you want to create standardized choice lists that you can use across all of your Power Apps?  This module will show you how to create new or use standard choice lists called option sets in Common Data Service.,['beginner'],"['dynamics-365', 'power-platform', 'common-data-service', 'power-apps']",learn-dynamics.working-with-option-sets,module,Working with option sets in Common Data Service,,dynamics,Working with option sets in Common Data Service Do you want to create standardized choice lists that you can use across all of your Power Apps?  This module will show you how to create new or use standard choice lists called option sets in Common Data Service.
"In Finance and Operations apps, the test framework helps to alleviate risks and provides a system to manage a clean record of testing.",['intermediate'],"['dynamics-365', 'dynamics-finance-operations']",learn-dynamics.explore-test-framework-tools-dynamics-365-finance-operations,module,Explore the test framework and tools in Finance and Operations apps,,dynamics,"Explore the test framework and tools in Finance and Operations apps In Finance and Operations apps, the test framework helps to alleviate risks and provides a system to manage a clean record of testing."
Learn how to customize Field Service schedule board.,['intermediate'],"['dynamics-365', 'dynamics-field-service']",learn-bizapps.urs-customize-the-schedule-board,module,Customize the schedule board in Dynamics 365 Field Service,,dynamics,Customize the schedule board in Dynamics 365 Field Service Learn how to customize Field Service schedule board.
Learn how to work with SLAs to manage KPIs in Dynamics 365 Customer Service.,['intermediate'],"['dynamics-365', 'dynamics-customer-service']",learn-bizapps.dynamics-365-service-level-agreements,module,Manage Service Level Agreements with Dynamics 365 Customer Service,,dynamics,Manage Service Level Agreements with Dynamics 365 Customer Service Learn how to work with SLAs to manage KPIs in Dynamics 365 Customer Service.
"Dynamics 365 Commerce is an end-to-end merchandising solution that can be used to manage the product life cycle from creation to maintenance, distribution, and publishing through Commerce channels.",['intermediate'],"['dynamics-365', 'dynamics-commerce']",learn-dynamics.work-merchandising,module,Work with merchandising in Dynamics 365 Commerce,,dynamics,"Work with merchandising in Dynamics 365 Commerce Dynamics 365 Commerce is an end-to-end merchandising solution that can be used to manage the product life cycle from creation to maintenance, distribution, and publishing through Commerce channels."
Configure Dynamics 365 Customer Engagement apps to work with your email and manage your mailboxes.,['beginner'],"['dynamics-365', 'power-platform']",learn-dynamics.introduction-to-integration-with-dynamics-365-customer-engagement,module,Introduction to integration with Dynamics 365 Customer Engagement apps,,dynamics,Introduction to integration with Dynamics 365 Customer Engagement apps Configure Dynamics 365 Customer Engagement apps to work with your email and manage your mailboxes.
Do you want to create a canvas app using Business Central data? This module focuses on how to create canvas app using Business Central data and how to customize the created app.,['intermediate'],"['dynamics-365', 'dynamics-business-central']",learn-dynamics.create-canvas-app,module,Create a canvas app based on Business Central data,,dynamics,Create a canvas app based on Business Central data Do you want to create a canvas app using Business Central data? This module focuses on how to create canvas app using Business Central data and how to customize the created app.
Do you want to post depreciation transactions in Business Central? This module explores the different deprecation methods and explains how to set up the depreciations on a fixed asset card.,['intermediate'],"['dynamics-365', 'dynamics-business-central']",learn-dynamics.configure-fixed-asset-depreciations,module,Configure fixed asset depreciations in Dynamics 365 Business Central,,dynamics,Configure fixed asset depreciations in Dynamics 365 Business Central Do you want to post depreciation transactions in Business Central? This module explores the different deprecation methods and explains how to set up the depreciations on a fixed asset card.
This module provides information about how to configure and use manufacturing execution in Dynamics 365 Supply Chain Management.,['intermediate'],"['dynamics-365', 'dynamics-scm', 'dynamics-finance-operations']",learn-dynamics.work-with-manufacturing-execution,module,Work with manufacturing execution in Dynamics 365 Supply Chain Management,,dynamics,Work with manufacturing execution in Dynamics 365 Supply Chain Management This module provides information about how to configure and use manufacturing execution in Dynamics 365 Supply Chain Management.
"Create cases, manage the case resolution process, work with case hierarchies, and merge similar cases.",['intermediate'],"['dynamics-365', 'dynamics-customer-service']",learn-bizapps.customer-service-cases,module,Managing cases with Dynamics 365 Customer Service,,dynamics,"Managing cases with Dynamics 365 Customer Service Create cases, manage the case resolution process, work with case hierarchies, and merge similar cases."
Manage every Microsoft Dynamics 365 user with access to all the functionality and data included on their solution through a client. Let's focus on the pros and cons of every client and best practices when deploying these clients.,['intermediate'],"['dynamics-365', 'power-apps', 'power-platform']",learn-dynamics.manage-clients,module,Manage Dynamics 365 clients,,dynamics,Manage Dynamics 365 clients Manage every Microsoft Dynamics 365 user with access to all the functionality and data included on their solution through a client. Let's focus on the pros and cons of every client and best practices when deploying these clients.
"Do you need to learn how Business Central handles sales returns? Learn how to enter return agreements and process and post return documents. You will also learn about return orders, and how to enter replacement items on a sales return order.",['intermediate'],"['dynamics-365', 'dynamics-business-central']",learn-dynamics.manage-customer-returns-dynamics-365-business-central,module,Manage customer returns in Dynamics 365 Business Central,,dynamics,"Manage customer returns in Dynamics 365 Business Central Do you need to learn how Business Central handles sales returns? Learn how to enter return agreements and process and post return documents. You will also learn about return orders, and how to enter replacement items on a sales return order."
"If you want to know how to start using foreign currencies in Business Central, follow along with this module, which explains how to create currencies and enter exchange rates.",['intermediate'],"['dynamics-365', 'dynamics-business-central']",learn-dynamics.currencies-exchange-rates-dynamics-365-business-central,module,Set up currencies and exchange rates in Dynamics 365 Business Central,,dynamics,"Set up currencies and exchange rates in Dynamics 365 Business Central If you want to know how to start using foreign currencies in Business Central, follow along with this module, which explains how to create currencies and enter exchange rates."
"The goal of this module is to give a broad-scoped overview of the developer experience as it relates to the Power Platform.  It will cover a high-level introduction how the ecosystem is represented, with the intended audience being a software developer with limited experience in working with the Power Platform.",['advanced'],"['dynamics-365', 'power-platform', 'power-apps', 'common-data-service']",learn-dynamics.introduction-developing-power-platform,module,Introduction to Power Platform developer resources,,dynamics,"Introduction to Power Platform developer resources The goal of this module is to give a broad-scoped overview of the developer experience as it relates to the Power Platform.  It will cover a high-level introduction how the ecosystem is represented, with the intended audience being a software developer with limited experience in working with the Power Platform."
"Do you want to know how to pay vendors by using checks? This module focuses on how to enter payment lines for manual checks, how to print computer checks, and how to financially void a check.",['intermediate'],"['dynamics-365', 'dynamics-business-central']",learn-dynamics.use-checks-dynamics-365-business-central,module,Use checks to pay vendors in Dynamics 365 Business Central,,dynamics,"Use checks to pay vendors in Dynamics 365 Business Central Do you want to know how to pay vendors by using checks? This module focuses on how to enter payment lines for manual checks, how to print computer checks, and how to financially void a check."
"Elements in Finance and Operations apps are customized through extensions to help you modify properties, add components, or remove controls.",['intermediate'],"['dynamics-365', 'dynamics-finance-operations']",learn-dynamics.extend-elements-dynamics-365-finance-operations,module,Extend elements in Finance and Operations apps,,dynamics,"Extend elements in Finance and Operations apps Elements in Finance and Operations apps are customized through extensions to help you modify properties, add components, or remove controls."
Transactions can be performed in Dynamics 365 Commerce point of sale (POS) to register sales and returns in several ways.,['intermediate'],"['dynamics-365', 'dynamics-commerce']",learn-dynamics.create-transactions-pos,module,Create transactions in point of sale in Dynamics 365 Commerce,,dynamics,Create transactions in point of sale in Dynamics 365 Commerce Transactions can be performed in Dynamics 365 Commerce point of sale (POS) to register sales and returns in several ways.
"In any Dynamics 365 Finance implementation project, the first step is to configure the General ledger module. All other modules post their related financial transactions into the general ledger. The ledger also provides the means for sharing the chart of accounts, currencies, and fiscal calendar by multiple legal entities.",['intermediate'],"['dynamics-365', 'dynamics-finance', 'dynamics-finance-operations']",learn-dynamics.configure-ledgers-journals-in-dynamics-365-finance-ops,module,Configure ledgers and journals in Dynamics 365 Finance,,dynamics,"Configure ledgers and journals in Dynamics 365 Finance In any Dynamics 365 Finance implementation project, the first step is to configure the General ledger module. All other modules post their related financial transactions into the general ledger. The ledger also provides the means for sharing the chart of accounts, currencies, and fiscal calendar by multiple legal entities."
Fundamentals of Dynamics 365 Field Service​,['beginner'],"['dynamics-365', 'dynamics-field-service', 'dynamics-remote-assist']",learn-dynamics.wwl.introduction-dynamics-365-field-service,module,Introduction to Dynamics 365 Field Service​,,dynamics,Introduction to Dynamics 365 Field Service​ Fundamentals of Dynamics 365 Field Service​
Learn how to use performance tools and Lifecycle Services (LCS) environment monitoring tools to enhance your validation and testing experience in Finance and Operations apps.,['intermediate'],"['dynamics-365', 'dynamics-finance-operations']",learn-dynamics.performance-monitoring-dynamics-365-finance-operations,module,Work with performance and monitoring tools in Finance and Operations apps,,dynamics,Work with performance and monitoring tools in Finance and Operations apps Learn how to use performance tools and Lifecycle Services (LCS) environment monitoring tools to enhance your validation and testing experience in Finance and Operations apps.
